prov,year,provyear,SEXO,NED,EDAD,quintil,household_income,presidente,gobernador,soct2r,idio2r,atrib_respon,pol1b,aprobacion,aprobaciong,local_income,desempleo,desempleo2,desempleo3,dependencia,industrializacion,pbgpm,pbgnac,pbgdif,pbggw,pbggw2,pbggw3,pbggw4,tfpc,dependencia_fiscal1,dependencia_fiscal2,dependencia_fiscal_cat_1,dependencia_fiscal_cat_2,dependencia_fiscal_ratio1,dependencia_fiscal_ratio2,dependencia_fiscal_cat_ratio1,dependencia_fiscal_cat_ratio2,ideo,partyidgober,partyidpresi,copartisan,fpv,ofi,meses,desempleo1,peronista,NED_z,EDAD_z,desempleo_z,desempleo2_z,desempleo3_z,industrializacion_z,dependencia_fiscal1_z,dependencia_fiscal2_z,dependencia_fiscal_ratio1_z,dependencia_fiscal_ratio2_z,pbgpm_z,pbggw_z,pbggw2_z,pbggw3_z,pbggw4_z,pbgdif_z,tfpc_z,local_income_z
Chaco,2012,Chaco 2012,Mujer,15,41,3,2,0,NA,2,2,0,NA,3,4,8.73,-0.5,2.029520295202952,-5.070479704797048,1,13.33,7.707549218,14.019744566649893,-6.312195348649893,-8.88770053475936,-9.9308987747282,2.367827317,0.008151510421,0.9557822113,9.54,8.66,1,1,0.1688377903,0.1531629145,1,1,7,NO,NO,SI,NA,NA,5,-11.76,Yes,1.1907186190027914,-0.05532829618054646,-0.46089484471084646,-1.9116223023337187,-1.612889301974997,-1.263234963261439,-1.43835217389423,-1.5221640106592698,-0.633947315801491,-0.6441119557006192,-0.7377000353124894,-2.2283264654338555,-2.2439470706395155,0.6597738959948428,-0.11636192034740046,-0.7593615132260444,1.5535757972148576,-1.7980838614603518
Buenos Aires,2012,Buenos Aires 2012,Mujer,13,41,4,2,0,0,2,2,0,NA,4,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,10,NO,NO,SI,0,0,4,6.125661088910063,Yes,0.6642846484634709,-0.05532829618054646,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Mendoza,2012,Mendoza 2012,Hombre,13,25,5,2,0,NA,1,2,0,NA,3,3,11.11,0.7762183563146805,4.978813559322034,-2.121186440677966,1,21.65,11.77946019,14.019744566649893,-2.2402843766498926,0.7473560517038778,-0.4913836473913435,1.278113764,0.03206369017,0.4849689191,29.53,34.33,0,0,0.5249245053,0.645286217,1,1,NA,NO,NO,SI,0,0,4,21.25975831461875,Yes,0.6642846484634709,-0.9726465859047839,0.25940792686868125,-0.8148742658851725,-0.540473679319057,-0.3584710475973104,-0.2657511036766883,-0.014173325101801543,-0.45068858762940006,-0.39278439533597653,-0.2565617083789692,0.2110711199201904,0.1631637352419344,-0.10285242970105549,0.9038521557402724,-0.27822416974727254,-0.006527949755996039,-1.5547526814453936
CABA,2012,CABA 2012,Mujer,14,43,4,1,NA,NA,2,1,0,NA,3,3,26.98,-0.5767524401064774,4.935834155972359,-2.1641658440276403,1,15.79,41.11739271,14.019744566649893,27.097648143350106,-1.4791919637929132,-1.6484584453129243,1.671523266,0.01734257339,0.1356262464,79.94,80,0,0,8.315664046,8.477212283,0,0,4,NO,NO,NO,1,1,7,-10.156250000000002,No,0.9275016337331312,0.059336490034983216,-0.5042142305045386,-0.8308569342772779,-0.5561017567860799,-0.9957206324280549,2.6912684035602434,2.668722452436554,3.5587870810955677,3.6069832668019752,3.2100179554264385,-0.35264491059161845,-0.1318945608377197,0.1724717067916408,0.2757751375707133,3.1883484083116054,-1.1641223118636905,0.06779598529300566
Salta,2012,Salta 2012,Mujer,15,28,4,3,0,NA,2,3,0,NA,5,5,25.93,-1.8463277042947528,11.035267349260524,3.935267349260524,1,16.72,7.767046549,14.019744566649893,-6.252698017649893,-5.090421969189551,-6.4988355107685,1.010991553,0.001935472088,0.6505393826,21.35,19.51,1,1,0.2674495353,0.2537321517,1,1,6,NO,NO,SI,NA,NA,11,-16.600164541341005,Yes,1.1907186190027914,-0.8006494065814893,-1.220767614178124,1.4373276032091848,1.6617609174373973,-0.8945871658934827,-0.7455848582729608,-0.8847779982596385,-0.5831971411662746,-0.5927512074799859,-0.7306698112994409,-1.2669338591068924,-1.368758413414819,-0.2897955302304241,-0.38156943682620914,-0.7523313035828908,0.5421122538521954,-0.03955600589006429
Chaco,2012,Chaco 2012,Mujer,12,20,1,1,1,1,2,1,0,NA,3,3,8.73,-0.5,2.029520295202952,-5.070479704797048,1,13.33,7.707549218,14.019744566649893,-6.312195348649893,-8.88770053475936,-9.9308987747282,2.367827317,0.008151510421,0.9557822113,9.54,8.66,1,1,0.1688377903,0.1531629145,1,1,3,NO,NO,SI,1,1,5,-11.76,Yes,0.40106766319381065,-1.259308551443608,-0.46089484471084646,-1.9116223023337187,-1.612889301974997,-1.263234963261439,-1.43835217389423,-1.5221640106592698,-0.633947315801491,-0.6441119557006192,-0.7377000353124894,-2.2283264654338555,-2.2439470706395155,0.6597738959948428,-0.11636192034740046,-0.7593615132260444,1.5535757972148576,-1.7980838614603518
Mendoza,2012,Mendoza 2012,Mujer,3,66,2,3,1,1,1,2,0,NA,4,4,11.11,0.7762183563146805,4.978813559322034,-2.121186440677966,1,21.65,11.77946019,14.019744566649893,-2.2402843766498926,0.7473560517038778,-0.4913836473913435,1.278113764,0.03206369017,0.4849689191,29.53,34.33,0,0,0.5249245053,0.645286217,1,1,5,SI,SI,SI,1,1,4,21.25975831461875,Yes,-1.9678852042331318,1.3779815315135744,0.25940792686868125,-0.8148742658851725,-0.540473679319057,-0.3584710475973104,-0.2657511036766883,-0.014173325101801543,-0.45068858762940006,-0.39278439533597653,-0.2565617083789692,0.2110711199201904,0.1631637352419344,-0.10285242970105549,0.9038521557402724,-0.27822416974727254,-0.006527949755996039,-1.5547526814453936
Santa Fe,2012,Santa Fe 2012,Mujer,3,55,1,2,1,NA,1,2,0,NA,4,3,11.11,0.9737827715355802,8.427299703264095,1.327299703264096,0,33.16,13.85754971,14.019744566649893,-0.16219485664989186,-3.580578772733,-4.389716780319524,1.113698696,-0.00369501322,0.5696946573,24.5,25.71,1,1,0.5548828679,0.5436203196,1,1,7,NO,NO,NO,1,1,7,13.231552162849871,No,-1.9678852042331318,0.7473252073281613,0.3709140771641828,0.4675076705270236,0.7134573760521417,0.8931915328466943,-0.5608078011851543,-0.5205574197455636,-0.4352706256641683,-0.44470520834365573,-0.011013973729017674,-0.8846727053038184,-0.8309254401672808,-0.21791685085346568,-0.6217943107909786,-0.03267693700097749,0.27422228355420025,-1.5547526814453936
Buenos Aires,2012,Buenos Aires 2012,Mujer,3,49,1,3,1,1,3,2,0,NA,5,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,5,NO,NO,SI,1,1,4,6.125661088910063,Yes,-1.9678852042331318,0.40333084868157226,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
La Pampa,2012,La Pampa 2012,Mujer,7,76,1,2,NA,NA,3,3,0,NA,4,4,16.67,-2.716707683893902,1.5810276679841897,-5.51897233201581,1,12.76,17.69136661,14.019744566649893,3.671622043350107,0.05087332541970493,-0.9175467825812044,1.586274237,0.03491788806,1.176686564,21.16,20.47,1,1,0.3243720328,0.3132324339,1,1,NA,NO,NO,SI,NA,NA,4,-59.99396135265699,Yes,-0.9150172631544907,1.951305462591223,-1.7120135741900129,-2.0784023964830696,-1.775969218756032,-1.325219991137467,-0.7567301410814319,-0.8283825538445561,-0.5539021855928014,-0.5623643904153056,0.44199108009450533,0.034736059976129434,0.05449058053581514,0.11281093302551608,1.0256266193769266,0.4203271908726757,2.2855723531299392,-0.9862983281331376
CABA,2012,CABA 2012,Hombre,10,24,3,2,NA,NA,2,2,0,NA,3,4,26.98,-0.5767524401064774,4.935834155972359,-2.1641658440276403,1,15.79,41.11739271,14.019744566649893,27.097648143350106,-1.4791919637929132,-1.6484584453129243,1.671523266,0.01734257339,0.1356262464,79.94,80,0,0,8.315664046,8.477212283,0,0,NA,NO,NO,NO,NA,NA,7,-10.156250000000002,No,-0.12536630734550988,-1.0299789790125486,-0.5042142305045386,-0.8308569342772779,-0.5561017567860799,-0.9957206324280549,2.6912684035602434,2.668722452436554,3.5587870810955677,3.6069832668019752,3.2100179554264385,-0.35264491059161845,-0.1318945608377197,0.1724717067916408,0.2757751375707133,3.1883484083116054,-1.1641223118636905,0.06779598529300566
Buenos Aires,2012,Buenos Aires 2012,Mujer,12,35,2,2,NA,NA,2,2,0,NA,3,3,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,6,NO,NO,SI,1,1,4,6.125661088910063,Yes,0.40106766319381065,-0.39932265482713547,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Buenos Aires,2012,Buenos Aires 2012,Mujer,9,48,3,3,1,1,3,2,0,NA,4,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,6,NO,NO,SI,1,1,4,6.125661088910063,Yes,-0.38858329261517016,0.34599845557380743,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
CABA,2012,CABA 2012,Mujer,12,29,3,2,0,NA,1,3,0,NA,3,3,26.98,-0.5767524401064774,4.935834155972359,-2.1641658440276403,1,15.79,41.11739271,14.019744566649893,27.097648143350106,-1.4791919637929132,-1.6484584453129243,1.671523266,0.01734257339,0.1356262464,79.94,80,0,0,8.315664046,8.477212283,0,0,6,NO,NO,NO,1,1,7,-10.156250000000002,No,0.40106766319381065,-0.7433170134737245,-0.5042142305045386,-0.8308569342772779,-0.5561017567860799,-0.9957206324280549,2.6912684035602434,2.668722452436554,3.5587870810955677,3.6069832668019752,3.2100179554264385,-0.35264491059161845,-0.1318945608377197,0.1724717067916408,0.2757751375707133,3.1883484083116054,-1.1641223118636905,0.06779598529300566
La Pampa,2012,La Pampa 2012,Hombre,6,63,5,3,0,1,2,2,0,NA,3,4,16.67,-2.716707683893902,1.5810276679841897,-5.51897233201581,1,12.76,17.69136661,14.019744566649893,3.671622043350107,0.05087332541970493,-0.9175467825812044,1.586274237,0.03491788806,1.176686564,21.16,20.47,1,1,0.3243720328,0.3132324339,1,1,5,NO,NO,SI,0,0,4,-59.99396135265699,Yes,-1.178234248424151,1.20598435219028,-1.7120135741900129,-2.0784023964830696,-1.775969218756032,-1.325219991137467,-0.7567301410814319,-0.8283825538445561,-0.5539021855928014,-0.5623643904153056,0.44199108009450533,0.034736059976129434,0.05449058053581514,0.11281093302551608,1.0256266193769266,0.4203271908726757,2.2855723531299392,-0.9862983281331376
Neuquen,2012,Neuquen 2012,Mujer,13,37,3,3,0,0,2,3,0,NA,3,3,11.11,1.5588940676048697,8.108108108108109,1.0081081081081091,1,7.84,21.70362279,14.019744566649893,7.683878223350108,-4.008375710439725,-5.583073229769985,-2.149465186,-0.01996395544,0.6501126522,43.18,40.21,0,0,0.8300781946,0.8441061833,1,1,4,NO,NA,NO,0,0,12,38.904573687182406,No,0.6642846484634709,-0.2846578686116058,0.701153245215515,0.34881050348121945,0.5973936202262207,-1.8602486528042355,0.5349494770371406,0.33124877194057933,-0.2936423552302515,-0.291246961875468,0.9160805773719221,-0.9929820657625621,-1.135235689792459,-2.501613033783498,-1.3159093613687138,0.8944157191032693,0.5406982247518796,-1.5547526814453936
Santa Fe,2012,Santa Fe 2012,Hombre,2,47,2,1,1,0,1,1,0,NA,5,3,11.11,0.9737827715355802,8.427299703264095,1.327299703264096,0,33.16,13.85754971,14.019744566649893,-0.16219485664989186,-3.580578772733,-4.389716780319524,1.113698696,-0.00369501322,0.5696946573,24.5,25.71,1,1,0.5548828679,0.5436203196,1,1,7,NO,SI,NO,1,1,7,13.231552162849871,No,-2.231102189502792,0.2886660624660426,0.3709140771641828,0.4675076705270236,0.7134573760521417,0.8931915328466943,-0.5608078011851543,-0.5205574197455636,-0.4352706256641683,-0.44470520834365573,-0.011013973729017674,-0.8846727053038184,-0.8309254401672808,-0.21791685085346568,-0.6217943107909786,-0.03267693700097749,0.27422228355420025,-1.5547526814453936
Mendoza,2012,Mendoza 2012,Mujer,12,25,1,3,1,0,3,3,0,NA,5,5,11.11,0.7762183563146805,4.978813559322034,-2.121186440677966,1,21.65,11.77946019,14.019744566649893,-2.2402843766498926,0.7473560517038778,-0.4913836473913435,1.278113764,0.03206369017,0.4849689191,29.53,34.33,0,0,0.5249245053,0.645286217,1,1,7,NO,NO,SI,NA,NA,4,21.25975831461875,Yes,0.40106766319381065,-0.9726465859047839,0.25940792686868125,-0.8148742658851725,-0.540473679319057,-0.3584710475973104,-0.2657511036766883,-0.014173325101801543,-0.45068858762940006,-0.39278439533597653,-0.2565617083789692,0.2110711199201904,0.1631637352419344,-0.10285242970105549,0.9038521557402724,-0.27822416974727254,-0.006527949755996039,-1.5547526814453936
Buenos Aires,2012,Buenos Aires 2012,Mujer,18,39,4,3,0,0,3,3,0,NA,5,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,5,NO,NA,SI,0,0,4,6.125661088910063,Yes,1.9803695748117722,-0.16999308239607613,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Chaco,2012,Chaco 2012,Mujer,14,32,3,3,0,0,1,3,0,NA,2,3,8.73,-0.5,2.029520295202952,-5.070479704797048,1,13.33,7.707549218,14.019744566649893,-6.312195348649893,-8.88770053475936,-9.9308987747282,2.367827317,0.008151510421,0.9557822113,9.54,8.66,1,1,0.1688377903,0.1531629145,1,1,5,NO,NO,SI,1,1,5,-11.76,Yes,0.9275016337331312,-0.57131983415043,-0.46089484471084646,-1.9116223023337187,-1.612889301974997,-1.263234963261439,-1.43835217389423,-1.5221640106592698,-0.633947315801491,-0.6441119557006192,-0.7377000353124894,-2.2283264654338555,-2.2439470706395155,0.6597738959948428,-0.11636192034740046,-0.7593615132260444,1.5535757972148576,-1.7980838614603518
Buenos Aires,2012,Buenos Aires 2012,Hombre,15,47,5,3,1,1,3,3,0,NA,4,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,5,NO,NO,SI,1,1,4,6.125661088910063,Yes,1.1907186190027914,0.2886660624660426,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Salta,2012,Salta 2012,Mujer,17,33,3,3,0,0,2,2,0,NA,4,4,25.93,-1.8463277042947528,11.035267349260524,3.935267349260524,1,16.72,7.767046549,14.019744566649893,-6.252698017649893,-5.090421969189551,-6.4988355107685,1.010991553,0.001935472088,0.6505393826,21.35,19.51,1,1,0.2674495353,0.2537321517,1,1,6,NO,NO,SI,0,0,11,-16.600164541341005,Yes,1.717152589542112,-0.5139874410426651,-1.220767614178124,1.4373276032091848,1.6617609174373973,-0.8945871658934827,-0.7455848582729608,-0.8847779982596385,-0.5831971411662746,-0.5927512074799859,-0.7306698112994409,-1.2669338591068924,-1.368758413414819,-0.2897955302304241,-0.38156943682620914,-0.7523313035828908,0.5421122538521954,-0.03955600589006429
Rio Negro,2012,Rio Negro 2012,Mujer,7,39,4,1,NA,NA,1,1,0,NA,5,4,9.26,-5.126027546409713,7.155635062611807,0.05563506261180695,1,10.35,12.60575208,14.019744566649893,-1.4139924866498923,1.8610271903323263,0.3107101403076085,3.046960711,0.04707206299,0.8004565641,27.8,28.97,0,0,0.3283836693,0.3429376681,1,1,6,NO,NA,SI,NA,NA,5,-73.16239316239317,Yes,-0.9150172631544907,-0.16999308239607613,-3.071843391716813,-0.005383823385848633,0.251057436376423,-1.5872970388238312,-0.3672318366169758,-0.3290478897526792,-0.5518376115103936,-0.547193915854113,-0.15892678948041908,0.49302968052330454,0.36770057825298424,1.135059353808732,1.5441849639936054,-0.18058945041612168,1.0388831829408018,-1.7438966659108026
Santa Fe,2012,Santa Fe 2012,Hombre,16,66,4,2,NA,NA,2,2,0,NA,3,4,11.11,0.9737827715355802,8.427299703264095,1.327299703264096,0,33.16,13.85754971,14.019744566649893,-0.16219485664989186,-3.580578772733,-4.389716780319524,1.113698696,-0.00369501322,0.5696946573,24.5,25.71,1,1,0.5548828679,0.5436203196,1,1,NA,NO,NO,NO,0,0,7,13.231552162849871,No,1.4539356042724516,1.3779815315135744,0.3709140771641828,0.4675076705270236,0.7134573760521417,0.8931915328466943,-0.5608078011851543,-0.5205574197455636,-0.4352706256641683,-0.44470520834365573,-0.011013973729017674,-0.8846727053038184,-0.8309254401672808,-0.21791685085346568,-0.6217943107909786,-0.03267693700097749,0.27422228355420025,-1.5547526814453936
Buenos Aires,2012,Buenos Aires 2012,Mujer,17,63,3,2,0,0,1,1,0,NA,1,NA,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,8,NO,NO,SI,0,0,4,6.125661088910063,Yes,1.717152589542112,1.20598435219028,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Buenos Aires,2012,Buenos Aires 2012,Hombre,10,46,5,3,NA,NA,1,2,0,NA,3,3,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,NA,NO,NO,SI,NA,NA,4,6.125661088910063,Yes,-0.12536630734550988,0.23133366935827773,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
CABA,2012,CABA 2012,Hombre,7,55,3,1,0,0,2,2,0,NA,3,3,26.98,-0.5767524401064774,4.935834155972359,-2.1641658440276403,1,15.79,41.11739271,14.019744566649893,27.097648143350106,-1.4791919637929132,-1.6484584453129243,1.671523266,0.01734257339,0.1356262464,79.94,80,0,0,8.315664046,8.477212283,0,0,3,NO,NO,NO,0,0,7,-10.156250000000002,No,-0.9150172631544907,0.7473252073281613,-0.5042142305045386,-0.8308569342772779,-0.5561017567860799,-0.9957206324280549,2.6912684035602434,2.668722452436554,3.5587870810955677,3.6069832668019752,3.2100179554264385,-0.35264491059161845,-0.1318945608377197,0.1724717067916408,0.2757751375707133,3.1883484083116054,-1.1641223118636905,0.06779598529300566
Cordoba,2012,Cordoba 2012,Hombre,17,59,5,2,0,0,1,1,0,NA,2,3,13.33,-0.974756094748253,8.550913838120104,1.4509138381201048,0,28.62,13.7236997,14.019744566649893,-0.2960448666498934,-4.603049898269576,-5.678475229910149,0.8814301147,-5.913651502e-4,0.5398311612,23.39,24.58,1,1,0.5994306739,0.5847989904,1,1,5,NO,NO,NO,0,0,7,-11.645770184623863,Yes,1.717152589542112,0.9766547797592207,-0.7288490934327787,0.513475822060136,0.7584056797740767,0.39948622309727844,-0.6259197165399052,-0.5869395574424839,-0.4123442599040274,-0.4236752452863328,-0.02682973451413232,-1.1435413037749886,-1.1595635479866842,-0.3804679490239571,-0.48937704556175105,-0.04849266545841385,0.17526553586860558,-1.3277799000869028
Buenos Aires,2012,Buenos Aires 2012,Mujer,12,42,5,2,0,0,2,2,0,NA,3,3,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,5,NO,NO,SI,0,0,4,6.125661088910063,Yes,0.40106766319381065,0.0020040969272183766,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Buenos Aires,2012,Buenos Aires 2012,Hombre,10,49,4,3,1,1,2,1,0,NA,4,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,6,NO,NO,SI,1,1,4,6.125661088910063,Yes,-0.12536630734550988,0.40333084868157226,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
CABA,2012,CABA 2012,Mujer,7,41,4,1,1,0,1,2,0,NA,4,2,26.98,-0.5767524401064774,4.935834155972359,-2.1641658440276403,1,15.79,41.11739271,14.019744566649893,27.097648143350106,-1.4791919637929132,-1.6484584453129243,1.671523266,0.01734257339,0.1356262464,79.94,80,0,0,8.315664046,8.477212283,0,0,6,NO,SI,NO,1,1,7,-10.156250000000002,No,-0.9150172631544907,-0.05532829618054646,-0.5042142305045386,-0.8308569342772779,-0.5561017567860799,-0.9957206324280549,2.6912684035602434,2.668722452436554,3.5587870810955677,3.6069832668019752,3.2100179554264385,-0.35264491059161845,-0.1318945608377197,0.1724717067916408,0.2757751375707133,3.1883484083116054,-1.1641223118636905,0.06779598529300566
Buenos Aires,2012,Buenos Aires 2012,Mujer,10,49,4,1,1,NA,1,3,0,NA,4,3,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,2,SI,SI,SI,1,1,4,6.125661088910063,Yes,-0.12536630734550988,0.40333084868157226,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
CABA,2012,CABA 2012,Hombre,12,35,5,3,0,0,3,3,0,NA,4,3,26.98,-0.5767524401064774,4.935834155972359,-2.1641658440276403,1,15.79,41.11739271,14.019744566649893,27.097648143350106,-1.4791919637929132,-1.6484584453129243,1.671523266,0.01734257339,0.1356262464,79.94,80,0,0,8.315664046,8.477212283,0,0,NA,NO,NO,NO,0,0,7,-10.156250000000002,No,0.40106766319381065,-0.39932265482713547,-0.5042142305045386,-0.8308569342772779,-0.5561017567860799,-0.9957206324280549,2.6912684035602434,2.668722452436554,3.5587870810955677,3.6069832668019752,3.2100179554264385,-0.35264491059161845,-0.1318945608377197,0.1724717067916408,0.2757751375707133,3.1883484083116054,-1.1641223118636905,0.06779598529300566
La Pampa,2012,La Pampa 2012,Mujer,12,34,4,1,0,1,1,1,0,NA,3,3,16.67,-2.716707683893902,1.5810276679841897,-5.51897233201581,1,12.76,17.69136661,14.019744566649893,3.671622043350107,0.05087332541970493,-0.9175467825812044,1.586274237,0.03491788806,1.176686564,21.16,20.47,1,1,0.3243720328,0.3132324339,1,1,8,NO,NO,SI,1,1,4,-59.99396135265699,Yes,0.40106766319381065,-0.4566550479349003,-1.7120135741900129,-2.0784023964830696,-1.775969218756032,-1.325219991137467,-0.7567301410814319,-0.8283825538445561,-0.5539021855928014,-0.5623643904153056,0.44199108009450533,0.034736059976129434,0.05449058053581514,0.11281093302551608,1.0256266193769266,0.4203271908726757,2.2855723531299392,-0.9862983281331376
Buenos Aires,2012,Buenos Aires 2012,Hombre,17,58,5,3,NA,NA,1,2,0,NA,2,2,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,7,NO,NO,SI,NA,NA,4,6.125661088910063,Yes,1.717152589542112,0.9193223866514558,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
